struct_idx	county	phillimore	cobs_1086	cobs_1066	cattle_1086	cattle_1066	cows_1086	cows_1066	pigs_1086	pigs_1066	sheep_1086	sheep_1066	goats_1086	goats_1066	beehives_1086	beehives_1066	wild_mares_1086	wild_mares_1066	other_1086	other_code_1086	other_1066	other_code_1066
20189	NFK	"14,5"							4		24									
21882	SUF	"14,19"	5		18				26		413				2					
21883	SUF	"14,20"	2		4				12		260		13							
21884	SUF	"14,21"							21		900									
21886	SUF	"14,23"	3		30	30			140	140	300					
21887	SUF	"14,24"	3		12				37		98				12	
21888	SUF	"14,25"	1	1	6	6			16	16	30	30				
21895	SUF	"14,32"			7	3			29	40	102	97	14	0	9	16
21901	SUF	"14,38"			5				10		27		21			
21902	SUF	"14,39"	1		2						16					
21905	SUF	"14,42"	2		12				30		60		30			
21908	SUF	"14,45"	2		12				6		8					
21910	SUF	"14,47"			8				6		20		20			
21911	SUF	"14,48"	4		18				44		402				2	
21912	SUF	"14,49"	3		48				65		190				8	
21913	SUF	"14,50"	2		4	4			12		80					
21914	SUF	"14,51"	3		22				25		55					
21915	SUF	"14,52"	3		10				28		99		80			
21916	SUF	"14,53"	1								100					
21917	SUF	"14,54"	1		5	5			32	32	52	52				
21928	SUF	"14,65"	1																			
21932	SUF	"14,69"	4		19				30		520											
21933	SUF	"14,70"			1				2		85											
21935	SUF	"14,72"	2		3				28		52		30									
21936	SUF	"14,73"	3		5				15		80		48									
21937	SUF	"14,74"	3		8				20		60											
21938	SUF	"14,75"	2		8				16		24		30									
21939	SUF	"14,76"	1		10				12		80		24									
21940	SUF	"14,77"									30											
21965	SUF	"14,102"			5				31		31		21						1	horse		
21966	SUF	"14,103"			8	8			24	24	25	25	35	35	6				2	horses	2	horses
21968	SUF	"14,105"	1	1	16				16				30									
21969	SUF	"14,106"	1	1	10				41		40		36									
21971	SUF	"14,108"	2		16				24		97											
21972	SUF	"14,109"	2	2	9	10			20	16	60	30										
21980	SUF	"14,117"	1						10		100											
21981	SUF	"14,118"	2		4				14		50				3					
21982	SUF	"14,119"	1		3				16		80		25		3					
21983	SUF	"14,120"	2																	
21993	SUF	"14,129"	1		2						5									
22003	SUF	"14,139"	2		2				12		55									
22027	SUF	"14,163"	1		4				3		30									
22028	SUF	"14,164"			4				1		80									
22034	SUF	"15,1"	2		2				40		270				4					
22035	SUF	"15,2"	2		12				20		120									
22036	SUF	"15,3"	1		2						34	7								
22038	SUF	"15,5"			19				20		160								2	horses
22041	SUF	"16,2"	0	1	4				0	30	36	100								
20190	NFK	"14,6"	1		7	7			6		28									
20192	NFK	"14,8"	3		12				10		45				6					
20195	NFK	"14,11"	1		8	8			3		180	120								
20196	NFK	"14,12"							19											
20197	NFK	"14,13"	2		22	22			8		130		9		
20198	NFK	"14,14"	1	2	0	2			6		21				
20199	NFK	"14,15"	3		5		3		30		40				
20200	NFK	"14,16"	5		14				40		65		20		
20202	NFK	"14,18"	4	4	10	10			11		10		20		
20207	NFK	"14,23"	5	5	24	24			35		40		24		
20208	NFK	"14,24"			2	2			11						
20209	NFK	"14,25"	1	3	3	4			8	20	60				
20210	NFK	"14,26"	1		2	2			5		12				
20219	NFK	"14,35"	2	1	12				30		80				2
20223	NFK	"14,39"			6	6							40		
20224	NFK	"14,40"			2	2			4		16				
20225	NFK	"14,41"	4		4				15		100				
20229	NFK	"15,1"	4	10			6	1	23	24	300	131			
20230	NFK	"15,2"							8		80				
20232	NFK	"15,4"	6	6	16	18			23	22	1300	1300			
20233	NFK	"15,5"									30				
20235	NFK	"15,7"	2	2	11	11			22	33	140				
20236	NFK	"15,8"	2		11				22	31	130				
20237	NFK	"15,9"			5	5					33				
20238	NFK	"15,10"	2		5	5			25		180	200			
20239	NFK	"15,11"			2	4			2	16					
20244	NFK	"15,16"									100				
20245	NFK	"15,17"	2		11	11			27		97		38		
20246	NFK	"15,18"	1		4				5						
20252	NFK	"15,24"	3		11				40	40	50		40		4
20259	NFK	"16,1"	3		5				14		86				
20261	NFK	"16,3"			7										
20262	NFK	"16,4"	2		6				24		600				
20263	NFK	"16,5"	1						24		100				
20266	NFK	"17,1"	1						7		200				
20267	NFK	"17,2"	1	1							20				
20268	NFK	"17,3"			6				6		20				
20270	NFK	"17,5"		1	3	2			11	9			18	30	
20273	NFK	"17,8"	2		3				5		60				
20274	NFK	"17,9"							6						
20275	NFK	"17,10"							7						
20277	NFK	"17,12"	2						6						
20278	NFK	"17,13"	3		2				6						
20281	NFK	"17,16"	1		1				8		22				
20282	NFK	"17,17"	1						12	12	12				1
20283	NFK	"17,18"	1												
20284	NFK	"17,19"	1		4				24		150				
20288	NFK	"17,23"	2	2	3	3			11						
20290	NFK	"17,25"	2						11				25		
20291	NFK	"17,26"			10	10			5						
20292	NFK	"17,27"			3				13						
20301	NFK	"17,35"	1		4	4			10		360				
20302	NFK	"17,36"			4				5						
20304	NFK	"17,38"	1		1				8						
20317	NFK	"17,51"	2		4				12		40		30		
20319	NFK	"17,53"	3						16						3
20320	NFK	"17,54"	2						6		8				
20321	NFK	"17,55"	1						4						
20322	NFK	"17,56"	1						6						
20327	NFK	"17,61"	1												
20330	NFK	"17,64"	1						7		12				
20331	NFK	"17,65"							6						
20333	NFK	"18,1"			5				7	7	60	15			
20335	NFK	"19,1"							16	30	100				
20338	NFK	"19,4"	1	1				2	10	16	70	80			
20345	NFK	"19,11"	3	1	5	5			9		52	40			
20346	NFK	"19,12"							11	6	30	24			
20347	NFK	"19,13"	1	1	2	2				8		30			
20349	NFK	"19,15"	1		3	3			8		20				1
20351	NFK	"19,17"									0	60			
20352	NFK	"19,18"	1	1	2	2			15	5			50	60	
20355	NFK	"19,21"	1	1	2	2			2	7				22	
20356	NFK	"19,22"							7			60			
20357	NFK	"19,23"									30				
20366	NFK	"19,32"	1		4				16	12	100	80	40	30	
20370	NFK	"19,36"	2		6	4			10	10	180	120			
20376	NFK	"20,1"	2	2					10		540	220			
20381	NFK	"20,6"	2	2			2		3	6	28	44			
20382	NFK	"20,7"	1	1		2			48	39	85	60			
20383	NFK	"20,8"	1	1		7			5	24	210	80			4
20384	NFK	"20,9"		1		4			2	7			8	7	
20385	NFK	"20,10"	1	1	10	10			17				32		
20386	NFK	"20,11"	1	1	2	1			47	8					
20389	NFK	"20,14"			9	9			33		113	80			
20398	NFK	"20,23"			6	6			30	40		60	22							
20399	NFK	"20,24"			4				20		100									
20401	NFK	"20,26"	1		2				14		60	180		60						
20402	NFK	"20,27"	2		1				12		60									
20404	NFK	"20,29"	3			3			18	32										
20409	NFK	"20,34"	1			1			6											
20410	NFK	"20,35"	2		4				20		24	4								
20411	NFK	"20,36"	2	2	8				36	7	200	120			5					
20414	NFK	"21,2"							22	11	120	60								
20415	NFK	"21,3"	1		2	2				2	300	240								
20416	NFK	"21,4"	1	1	2	2			7	15	260	90					28		25	foals
20417	NFK	"21,5"	1	1	2	2			7	12	160	80								
20418	NFK	"21,6"	1	1	4	4			8		126									
20419	NFK	"21,7"		1	6	4			3	16	126	120			3					
20421	NFK	"21,9"			10	10			19		80									
20422	NFK	"21,10"				5			5	7	30	200								
20426	NFK	"21,14"		1					11	20	300	100					15					
20428	NFK	"21,16"	2	1	6	6			22	35	60	27			3							
20431	NFK	"21,19"							5	5	100	120										
20433	NFK	"21,21"	1	1	4	4			60	20	240	240			4							
20435	NFK	"21,23"			3				28	15	80	107										
20436	NFK	"21,24"			1	2			33	27	200	200			2	6						
20437	NFK	"21,25"			5				12	30	240	180							4	horses	3	horses
20438	NFK	"21,26"							3	14	60											
20439	NFK	"21,27"	1	2	6	6			34	80	60	50	20	20	12	6						
20440	NFK	"21,28"			4	4			6													
20441	NFK	"21,29"	6	2	12	5			28	30	165	40	2	2	20							
20442	NFK	"21,30"			6	6			6				12									
20444	NFK	"21,32"							4	3	20				3							
20445	NFK	"21,33"									30											
20449	NFK	"21,37"									100											
20451	NFK	"22,1"	4	4	19				100		105		80									
20453	NFK	"22,3"	2	2					18	18		36				
20454	NFK	"22,4"	1	1	2	2					58					
20455	NFK	"22,5"		2	6				31		32					
20456	NFK	"22,6"		1							24	60				
20460	NFK	"22,10"		1			3		9							
20466	NFK	"22,16"			5	5			18		165	100				
20473	NFK	"22,23"	2						33		161					
20475	NFK	"23,1"	2	1	3	13			9	41	11	51	5	16		
20476	NFK	"23,2"	0	2	1	4			9	17	41	71			2	
20477	NFK	"23,3"		4					7	20	80	200				
20478	NFK	"23,4"	2	2					3	7	20	100				
20479	NFK	"23,5"	3	6	4	4			12	6	100					2
20481	NFK	"23,7"	1	1	3	5			7	5	15	20				
20482	NFK	"23,8"	1	1	2	2			11	5			30	20		
20485	NFK	"23,11"	1		5	3			6	10	35	40				
20486	NFK	"23,12"	1	1	3	3			10		81					
20487	NFK	"23,13"							3	3	60	60			
20490	NFK	"23,16"	1	1		3			2		70	70			
20491	NFK	"23,17"	2	2	5	7			7	23	29		17	60	
20492	NFK	"23,18"	1	1	3	3				5			17	17	
20498	NFK	"24,5"									240	200			
20499	NFK	"24,6"	3	3	15	15			19	43					
20500	NFK	"24,7"	3	4	4	4			30	40	50	60			
20502	NFK	"25,1"							9		60				
20513	NFK	"25,12"	1		8	5			9						
20517	NFK	"25,16"							1	4	200	100			
20518	NFK	"25,17"		2	2	2			20		80				2
20531	NFK	"26,1"				1			24	26	2	200			
20532	NFK	"26,2"			0	4			0	20	0	60	20	20	
20533	NFK	"26,3"								10	13	193			
20534	NFK	"26,4"									100	140			
20535	NFK	"26,5"				3			1	4					
20538	NFK	"27,1"	6	4	5	5					16	12								
20541	NFK	"28,1"	1	1					15	31	180	220								
20542	NFK	"28,2"	1	1					5	11	6	60								
20544	NFK	"29,1"							17		60									
20545	NFK	"29,2"							5	5	40									
20546	NFK	"29,3"							1	1	60									
20548	NFK	"29,5"	1	1			1		17		80									
20551	NFK	"29,8"							40				20						1	horses at the hall
20553	NFK	"29,10"							40		17		9							
20557	NFK	"30,2"							2											
20558	NFK	"30,3"								4	8									
20560	NFK	"30,5"			3				12	24	16		20							
20563	NFK	"31,1"	4	2	10	4			40	40	50		28	60	2					
20564	NFK	"31,2"	4	2	17				20	12	15	24	37	24						
20567	NFK	"31,5"		5	2	10			14	40	26	12	51	40						
20568	NFK	"31,6"	5	5	12	9			60	100	186	5								
20569	NFK	"31,7"									20				3			
20570	NFK	"31,8"	1	4	11	8			33	40	190	1			1			
20572	NFK	"31,10"	1						8									
20578	NFK	"31,16"							12		60							
20579	NFK	"31,17"	4	4	11	18			17	12	276	360				6		
20580	NFK	"31,18"							30	15								
20582	NFK	"31,20"	1	2						8	18	40						
20583	NFK	"31,21"	3	2		2			15	60	40	140						
20584	NFK	"31,22"	1	4		6			9	16	50	120						
20585	NFK	"31,23"							0	15								
20586	NFK	"31,24"	2	2	4	5			20	20	160	400						
20587	NFK	"31,25"	1	1			1			11	100	100						
20593	NFK	"31,31"	1		5				7		200	15					0	11
20595	NFK	"31,33"	3	2	11	8			11	20	200	3						
20596	NFK	"31,34"	1	2	9	9			18		75	75	26	80				
20597	NFK	"31,35"	4	5	22	18			24	24	90	150						
20599	NFK	"31,37"	1	1	5	3					109	120								
20600	NFK	"31,38"				6			19	30	80	100	73	40	4					
20603	NFK	"31,41"		1					30	7		6			4					
20604	NFK	"31,42"	1		4	4			22		40	5								
20605	NFK	"31,43"		2	3	4				7	160	200								
20606	NFK	"31,44"			1	2			0	5										
20609	NFK	"32,1"	1	1	10	10			16		70				4					
20610	NFK	"32,2"		4		4			20	35	60	25			2					
20612	NFK	"32,4"	2		6	4			45	30	114	60			2					
20613	NFK	"32,5"	1	1					7		40									
20615	NFK	"32,7"			3				17	50	18	19	12		1	3			1	horses
20617	NFK	"33,1"								9	6		25							
20618	NFK	"33,2"	2	2					17		80	100	40							
20619	NFK	"33,3"																14		
20622	NFK	"33,6"			4				21	10	60	100							3	horses at the hall
20624	NFK	"34,1"		1	8	10			13	12	177	160								
20625	NFK	"34,2"	6	11	4	7			21	58	646	860										
20626	NFK	"34,3"									2	100										
20627	NFK	"34,4"	4	8		5			15	60	420	340										
20628	NFK	"34,5"	1		28					4	59											
20630	NFK	"34,7"			6	6			60		50	80						14				
20631	NFK	"34,8"	1	2	8	8			11	4	20	30										
20632	NFK	"34,9"	2	2	9				40	40	60	7										
20638	NFK	"34,15"			1	3			10	16	50	120							5	horses at the hall	8	horses at the hall
20640	NFK	"34,17"	1	1	14	10			28	20	100	60	38	40	2							
20641	NFK	"34,18"			1	5			25	20	180	180			5	9						
20643	NFK	"34,20"	2	1	20	6			30	6	80	16	30									
20647	NFK	"35,3"																			1	horses
20650	NFK	"35,6"							14	13	55	50										
20651	NFK	"35,7"																	1	horses	1	horses
20653	NFK	"35,9"			0	2			4	8	5	20							1	horses at the hall	1	horses at the hall
20654	NFK	"35,10"			3				20	40	50				2							
20658	NFK	"35,14"	1		3											
20659	NFK	"35,15"	1	1					11	5	26	10	6			
20660	NFK	"35,16"			0	6			8	16	0	60				
20664	NFK	"36,1"		1		3										
20665	NFK	"36,2"			3	3			3							
20668	NFK	"36,5"	2		16	3			24	4	70	80			4	
20669	NFK	"36,6"	2						23	7	80	7	21	13	2	1
20670	NFK	"36,7"	1	2	9				12	5	40		25	60	3	
20672	NFK	"37,1"	4	4	14	8										14
20673	NFK	"37,2"		3	1	13			10	30					2	7
20676	NFK	"38,1"			3	8			8		120	14				
20677	NFK	"38,2"	1	2							21	180				
20679	NFK	"38,4"							50	60						
20681	NFK	"39,1"	1	1					13	9	21	26				
20682	NFK	"39,2"	0	1	5	5					60	60				
20684	NFK	"40,1"			2	2			14	10	100					
20686	NFK	"41,1"			2	2			10										1	horses at the hall	1	horses at the hall
20688	NFK	"42,1"		1	2				8	16	29	29										
20690	NFK	"43,1"	2	2	15	15			5	20	80	14	6									
20699	NFK	"46,1"	2	1	9	4			17	4	100				3							
20710	NFK	"48,2"			1	4			5	21	300	300										
20711	NFK	"48,3"	1	1	3	1			20	3	25	40			1							
20718	NFK	"49,1"	1	1					20	1	100	3										
20719	NFK	"49,2"			8			1	40		40	1			3							
20721	NFK	"49,4"	0	4	10				30	20	44	40			10							
20723	NFK	"49,6"			2	2			14		130	60			5							
20728	NFK	"50,1"	2	2	12	8			10	8	80	200										
20731	NFK	"50,4"	1	1					12		100	16										
20732	NFK	"50,5"				10			15	30	18	65										
20733	NFK	"50,6"	1	2			1	1	5	6	8											
20734	NFK	"50,7"		1	2	2			4	6												
20735	NFK	"50,8"			1				5		24											
20736	NFK	"50,9"	1	1					20	16	40	40	24							
20738	NFK	"50,11"							12	24	20									
20739	NFK	"50,12"				4			12											
20744	NFK	"51,3"							7	12	80	100								
20746	NFK	"51,5"			1				8	10	67	60	24							
20747	NFK	"51,6"	2	2	4	4			10	24	110	15	30	30						
20749	NFK	"51,8"	2	1	6	2			5	4	19			18						
20751	NFK	"51,10"	1	1					5		12									
20753	NFK	"52,1"	1		2				8	3	40	80			3					
20754	NFK	"52,2"			3	3					28	52								
20756	NFK	"52,4"			8	9			11	8	20				1				1	horses at the hall
20758	NFK	"53,1"										11								
20760	NFK	"54,1"							6		20		20							
20762	NFK	"55,1"	1		3	3			12	3	100									
20763	NFK	"55,2"	2	2	1	1			10	7										
20775	NFK	"57,1"	1	1					20	16	40	40	24							
20777	NFK	"57,3"			4	4			6							
20780	NFK	"58,2"							7		100		52			
20783	NFK	"59,1"	2	2	8	6			28	20	38	20	26	26		
20785	NFK	"60,1"			4	4			16	4	200	60				
20787	NFK	"61,1"			1	1			10		29	10	60			
20788	NFK	"61,2"							20						6	
20830	NFK	"66,5"	2						6		40					
20957	SUF	"1,2"							12	10	30	30				
20963	SUF	"1,8"			7	7				5	11	9	5	5		
20969	SUF	"1,14"	1		4					1	16					
20971	SUF	"1,16"			2	2			5	5	30		16			
20978	SUF	"1,23"	2	3	7	7			30	30	160	160	50	50	2	2
20987	SUF	"1,32"	0	2	0	5					300	300				
20988	SUF	"1,33"			8	14			11	11	160					
20989	SUF	"1,34"	1													
20990	SUF	"1,35"		1							160	160				
20999	SUF	"1,44"	2		5				12		50				
21000	SUF	"1,45"	2	2	5	5			12	12	50	50			
21001	SUF	"1,46"	2		5				15		60				2
21002	SUF	"1,47"	2		6				15		160		20		
21003	SUF	"1,48"	2						6		80				
21004	SUF	"1,49"	2		8				16		160		3		3
21005	SUF	"1,50"							6		40				
21006	SUF	"1,51"	2		5				16		129				3
21007	SUF	"1,52"	1		4				5		33				
21008	SUF	"1,53"	2		4				14		70		3		
21010	SUF	"1,55"	1		7				9		110				
21011	SUF	"1,56"							3		48				
21031	SUF	"1,75"			5	5			30	50	38	24	58	50	
21032	SUF	"1,76"	2		11				90				35		
21044	SUF	"1,88"	2	2	10	10			50	50	100	100	30		
21046	SUF	"1,90"			10	10			36	36	46	46	33		
21053	SUF	"1,96"	1	1	3	3			7	7	12	12										
21055	SUF	"1,97"			17				24		100								2	horses at the hall		
21056	SUF	"1,98"			18	18			80	80	383	383							4	horses at the hall	4	horses at the hall
21059	SUF	"1,100"	2	2	14	14			36	36	108	108	26	26								
21060	SUF	"1,101"									42											
21061	SUF	"1,102"	1								40											
21067	SUF	"1,107"	1						2		12											
21070	SUF	"1,110"	10	2	7	4			24	3	42	9	76	60								
21071	SUF	"1,111"	4	4	8	6			12		100	30										
21075	SUF	"1,115"	2		40				64		1500						31					
21078	SUF	"1,118"	1	2	8				30		200											
21079	SUF	"1,119"	6		24				20		90											
21081	SUF	"1,120"							40	16	100		60									
21082	SUF	"1,121"	2		7				88		24		25									
21085	SUF	"1,122b"	1	2	8	3					13	40	7	14								
21097	SUF	"2,6"			24	24			16		121	121	60						2	horses	2	horses
21100	SUF	"2,9"			7				12						
21101	SUF	"2,10"			5				16						
21104	SUF	"2,13"	1	1	3	3			4						
21114	SUF	"3,1"			7	7			40	40	40	40	40	40	
21116	SUF	"3,3"		1	8	8			24	24			30	30	
21122	SUF	"3,9"	1		8				30	1	30	2			5
21123	SUF	"3,10"	4		20				60		63		51		
21124	SUF	"3,11"							20	60					
21147	SUF	"3,34"	2	2	6	6			30	30	32	32			
21159	SUF	"3,46"	2	2	4	4			30	30	42	42	60	60	
21169	SUF	"3,56"	1						27		36				
21174	SUF	"3,61"	1		4				20		100				
21180	SUF	"3,67"			8				35		71				
21182	SUF	"3,69"	1	2	1	4			40	20	100	100	12	12	
21187	SUF	"3,74"	7	5	12	8			30	20	100	60	36		
21201	SUF	"3,88"							8		20				
21207	SUF	"3,94"	1	1							170	100			
21211	SUF	"3,98"	2		17				15	9	6	40	15		
21220	SUF	"4,1"	3	2	13	6			31	20	100	50	31	7	
21229	SUF	"4,10"			3				14	25	120	10			
21232	SUF	"4,13"	1		6	6			10		32		2		
21233	SUF	"4,14"							24						
21237	SUF	"4,18"	1		4				16		24		7		
21238	SUF	"4,19"	2	2	5	5			17	22	180	52			
21239	SUF	"4,20"							5		40	30	16		
21243	SUF	"4,24"	1	2	2						60				
21249	SUF	"4,30"	1	1	14	14			31		100	100	30	30	
21250	SUF	"4,31"	0	1	0	5									
21254	SUF	"4,35"			1	1			23	23	40	40			
21257	SUF	"4,38"	1	1	8	8			23	23	100	100			
21261	SUF	"4,42"	3	2	15	4			30	40	100	20	100	60	7
21263	SUF	"5,1"		4	5	15			30	22	88	164			
21265	SUF	"5,3"							4		150											
21266	SUF	"5,4"			2	1			8													
21267	SUF	"5,5"			1						40	30	11									
21272	SUF	"6,1"			11	17			37	60	22	80							1	horses at the hall	2	horses at the hall
21273	SUF	"6,2"							3		40	80										
21274	SUF	"6,3"			4				14		43										2	horses
21282	SUF	"6,11"	1	1	6	4			20	40	45	30	28	40								
21297	SUF	"6,26"	1	2					26		30	100										
21299	SUF	"6,28"			6				14		20		8	8								
21313	SUF	"6,42"			2	12			14	30	50	100										
21314	SUF	"6,43"	1						24		18		30									
21315	SUF	"6,44"							16		30	13		16								
21319	SUF	"6,48"		1	2				15	12	30	16	27									
21320	SUF	"6,49"		1																		
21328	SUF	"6,57"	1		3	2			10	15			24									
21333	SUF	"6,62"	4		6				20		60		16									
21353	SUF	"6,80"	2	2					30	30	100	100	60	60	6				10	idle cattle	10	idle cattle
21354	SUF	"6,81"	1		4				20		30		20									
21356	SUF	"6,83"	5		7				72		112				7							
21358	SUF	"6,85"			3				20		60		24	24	2							
21363	SUF	"6,90"	3	4	7	7			26	36	123		6	50								
21365	SUF	"6,92"			2				12	6	26											
21366	SUF	"6,93"	1								16											
21383	SUF	"6,110"							12		80											
21385	SUF	"6,112"		3	1	15			25	69	26	160			1	6						
21402	SUF	"6,129"		2	2	6				24		160										
21403	SUF	"6,130"							5		20											
21416	SUF	"6,143"			1				30		40											
21421	SUF	"6,148"	2		8				30		100											
21438	SUF	"6,165"			3						60											
21445	SUF	"6,172"	0	2	1	9			17	24	70	300										
21460	SUF	"6,187"	1		4				16		80											
21464	SUF	"6,191"	1	7	0	24			23	66	90	80			
21465	SUF	"6,192"	1						12	12	24	24	34	34	
21474	SUF	"6,201"									24				
21486	SUF	"6,213"	2	1	6				6	12			20		
21488	SUF	"6,215"	1		1				25		16		27		
21494	SUF	"6,221"			13										
21495	SUF	"6,222"	2	2	7	7			7				30		
21496	SUF	"6,223"	2	2	15	15					24	60			
21497	SUF	"6,224"							31	40					
21498	SUF	"6,225"			4				8						
21524	SUF	"6,251"							8		30				
21533	SUF	"6,260"			2				12		80		20		4
21534	SUF	"6,261"			4				7		30				
21535	SUF	"6,262"			0	3							3		
21537	SUF	"6,264"	1	1	4	4			4	4					5
21544	SUF	"6,271"	1		16				40						3
21545	SUF	"6,272"	0	2	2				8	26	10	36					
21576	SUF	"6,303"	1	2	20				40	60	30		30	40	5	5	
21577	SUF	"6,304"			11				60	16	20	16	20		3		
21578	SUF	"6,305"			5				30	40	6		24				
21579	SUF	"6,306"		1	15	15			32	40	20		60		1		
21580	SUF	"6,307"	1	2	20	9			60	40	83						
21581	SUF	"6,308"		3					30	16	30						
21582	SUF	"6,309"	1		9				9		40		30		2		
21585	SUF	"6,312"	1		4				30		30				4		
21594	SUF	"7,1"	1	2	6	3			14	14	300	160					12
21596	SUF	"7,3"	3		2				30		100	25					
21597	SUF	"7,4"			2				10		30		20				
21598	SUF	"7,5"	1		4				4		50						
21599	SUF	"7,6"							11				20				
21600	SUF	"7,7"							14		80						
21606	SUF	"7,13"	1		4				10		22	16					
21607	SUF	"7,14"			2				12		20			
21608	SUF	"7,15"			3				8		42		7	
21611	SUF	"7,18"	2	3	7				5		12			
21612	SUF	"7,19"							12		12		40	
21631	SUF	"7,37"			4				8				24	
21636	SUF	"7,42"			2	2			8	8	20	20	20	20
21641	SUF	"7,47"	1								20			
21651	SUF	"7,56"	5	4	21	7			40	20	100	40	30	
21653	SUF	"7,58"	2	1	8	2			40	20	105	20		
21655	SUF	"7,60"	0	1	0	2			0	12	0	40		
21656	SUF	"7,61"	1	1	5	2					30	7		
21659	SUF	"7,64"			8				35	10	80		23	
21666	SUF	"7,71"	2	2		3			30	16	80	80		
21668	SUF	"7,73"		1		3			20	4	24		12	6
21670	SUF	"7,75"	1						10		40			
21671	SUF	"7,76"	7						26		220			
21694	SUF	"7,98"	3	4					10		60											
21744	SUF	"7,147"		1	2				10		15											
21751	SUF	"8,1"	1	2	2	7			15	36	60	100										
21757	SUF	"8,7"		1	4						80											
21761	SUF	"8,11"	0	3	1	12			10	30	0	60										
21763	SUF	"8,13"									60											
21770	SUF	"8,20"			2																	
21781	SUF	"8,31"		2	1	18			14	40	33	260		60								
21782	SUF	"8,32"		1																		
21783	SUF	"8,33"			5	2			20	13	50	40			6						2	horses
21784	SUF	"8,34"	1	1	2	2			16	16	40	40	12	12								
21785	SUF	"8,35"			3	7			23	86		170	13									
21786	SUF	"8,36"			5	5			18	20			40	30	1							
21796	SUF	"8,46"			4	5			15	24	71	30									3	horses
21797	SUF	"8,47"			4	5			3	24	36	40										
21798	SUF	"8,48"			2	2			0	12									1	horses	1	horses
21799	SUF	"8,49"		2		1			16	53	30	28										
21805	SUF	"8,55"	5	5	9	5			30		180		50	30								
21831	SUF	"8,81"			4				8		40	60										
21834	SUF	"9,1"	1		4	2			4	7	14	12										
21835	SUF	"9,2"	2						10	10	80	15										
21836	SUF	"9,3"		2			1	1	8	8	7	7	30	30	2	2						
21844	SUF	"11,4"	1		3				20				20									
21847	SUF	"12,1"		1	3	3			25	50	35	2			3							
21849	SUF	"12,3"			8	20					100	80							1	horses	1	horses
21850	SUF	"12,4"							6		80	160										
21851	SUF	"12,5"			8	5			40	30	50	80							1	horses at the hall	1	horses at the hall
21852	SUF	"12,6"			12				4	12	102	40							2	horses at the hall		
21853	SUF	"12,7"	1	2	6	6			22		36											
21856	SUF	"13,2"	1	1	9	4			17		3											
21864	SUF	"14,1"	3		12				30		90		32									
21865	SUF	"14,2"	5		14				30		45											
21866	SUF	"14,3"	5		18				30		100											
21867	SUF	"14,4"	4		18				23		80				3							
21868	SUF	"14,5"	7		22				30		140		40		3							
21869	SUF	"14,6"	4		15				36		100											
21870	SUF	"14,7"	2		9				13		160											
21871	SUF	"14,8"	2		12				20		60											
21872	SUF	"14,9"	2	2	14	14			30	30	60	60										
21873	SUF	"14,10"	2		16				30		80											
21881	SUF	"14,18"	1		5				12		80											
22049	SUF	"16,10"			3	5			23	20	120	100							2	horses at the hall	2	horses at the hall
22050	SUF	"16,11"			4				8		20	8										
22051	SUF	"16,12"			2				6		40											
22055	SUF	"16,16"							8		22		3									
22056	SUF	"16,17"							8		9											
22059	SUF	"16,20"			2						40											
22060	SUF	"16,21"	1		7	6			19	5	17	28	20									
22065	SUF	"16,26"	1		2	4			27	30	24	40										
22068	SUF	"16,29"			4				10		30		12									
22069	SUF	"16,30"					2		12		20											
22079	SUF	"16,40"	2	1		4			40	24	70	60										
22080	SUF	"16,41"			4				13		36											
22089	SUF	"17,1"	1	1	10				30		100		12									
22091	SUF	"18,1"	2		12	12			80	80	17		40									
22094	SUF	"18,4"			6	6			26	26	200								3	horses		
22113	SUF	"19,16"	1		7				30		13		30									
22120	SUF	"20,1"			13				40		230				6				3	horses		
22122	SUF	"21,1"	5	5	12	12			40		90		11									
22124	SUF	"21,3"			10	10			32	32	30	30	8	8					2	horses at the hall	2	horses at the hall
22126	SUF	"21,5"			11				20		200											
22127	SUF	"21,6"			5				17		100								2	horses at the hall		
22128	SUF	"21,7"			24						62								1	horses		
22131	SUF	"21,10"			8	8			32		200								3	horses at the hall	3	horses at the hall
22132	SUF	"21,11"			20	20			25	25	60	60							4	horses at the hall	4	horses at the hall
22136	SUF	"21,15"			12				20		24		14									
22137	SUF	"21,16"	11		23				30		100		48									
22147	SUF	"21,26"							9		17											
22149	SUF	"21,28"	2		4				20		50											
22159	SUF	"21,38"	2	1	7	7			17	17	120	120										
22160	SUF	"21,39"	2		8				30		107		18									
22161	SUF	"21,40"	0	4	14	8						20										
22163	SUF	"21,42"	11	11	30	30			60	60	175	175	42	42	2	2						
22164	SUF	"21,43"	2		14				20		100											
22166	SUF	"21,45"	1	2	1				20	60	20											
22168	SUF	"21,47"	1		8				8		28		16									
22174	SUF	"21,53"	1	1	4	4			12	12	30	30										
22175	SUF	"21,54"	1	1					8	8	40	40										
22176	SUF	"21,55"	3	3	6	6			16	16	70	70			3	3						
22179	SUF	"21,58"	1	1	5	5			15		50		12		5							
22201	SUF	"21,80"	1						11		37											
22204	SUF	"21,83"	2						6		57											
22216	SUF	"21,95"			7				24		30		40									
22228	SUF	"22,1"	1		7				56													
22233	SUF	"23,2"			6				15		36	100										
22239	SUF	"24,1"	1		10				36		140				3							
22241	SUF	"25,1"	6	6	14	10			60	12	480	60			12							
22242	SUF	"25,2"	6	2	31	14			160	130	480	80			17							
22243	SUF	"25,3"	5	8	40	18			80	100	960	840			9							
